External_ID,id,city_id,other_error
res_partner_3505,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17410, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:07.552729, 1, 2018-01-18 17:59:07.552729, 640, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_85,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17411, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:07.697327, 1, 2018-01-18 17:59:07.697327, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_7783,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17412, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:07.846199, 1, 2018-01-18 17:59:07.846199, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_13977,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17413, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:07.991476, 1, 2018-01-18 17:59:07.991476, 649, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_13962,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17414, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.158194, 1, 2018-01-18 17:59:08.158194, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_11979,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17415, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.307217, 1, 2018-01-18 17:59:08.307217, 126, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_5960,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17416, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.542166, 1, 2018-01-18 17:59:08.542166, 126, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_5393,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17417, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.696828, 1, 2018-01-18 17:59:08.696828, 126, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_2157,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17418, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.841599, 1, 2018-01-18 17:59:08.841599, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_1443,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17419, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:08.986469, 1, 2018-01-18 17:59:08.986469, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_4163,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17420, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.140229, 1, 2018-01-18 17:59:09.140229, 149, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_7252,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17421, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.285605, 1, 2018-01-18 17:59:09.285605, 844, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_8055,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17422, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.429558, 1, 2018-01-18 17:59:09.429558, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_7249,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17423, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.571024, 1, 2018-01-18 17:59:09.571024, 149, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_6777,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17424, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.715719, 1, 2018-01-18 17:59:09.715719, 126, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_7429,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17425, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:09.864427, 1, 2018-01-18 17:59:09.864427, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_5303,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17426, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:10.006188, 1, 2018-01-18 17:59:10.006188, 150, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_12829,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17427, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:10.155505, 1, 2018-01-18 17:59:10.155505, 408, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
res_partner_4813,,,"new row for relation ""res_partner"" violates check constraint ""res_partner_check_name""
DETAIL:  Failing row contains (17428, null, 1, null, null, null, null, null, en_US, null, null, null, null, null, null, null, t, t, f, f, null, contact, null, null, null, null, null, null, null, null, null, f, null, 0, f, null, null, null, null, 1, 2018-01-18 17:59:10.30071, 1, 2018-01-18 17:59:10.30071, 404, 0, f, null, null, null, null, null, null, null, null, null, null, null, no-message, null, no-message, null, no-message, null, null, null, null, null, null, f, no-message, null, null, null, 1, null).
"
